Job_Title,URL,Job Type,Company,City,State,Minimum Salary,Maximum Salary,Skills
ASP.NET/SQL Developer,https://www.glassdoor.com/partner/jobListing.htm?pos=1512&ao=4120&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7d4fecaa&cb=1522974381721&jobListingId=2630870965,Part Time, Texas Health and Human Services Commission,Austin, TX,55000,84000,
Application Development Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=1513&ao=4120&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0f769755&cb=1522974381723&jobListingId=2679617204,Part Time, Texas Health and Human Services Commission,Austin, TX,0,0,
"Visiting Professor (part-time), Electronics & Computer Engineering and Information Sciences",https://www.glassdoor.com/partner/jobListing.htm?pos=1514&ao=4008&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_93f08b89&cb=1522974381725&jobListingId=2607559260,Part Time, DeVry University,Pomona, CA,0,0,
Senior Java/JEE Developer,https://www.glassdoor.com/partner/jobListing.htm?pos=1515&ao=4120&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c9ebc485&cb=1522974381726&jobListingId=2610879883,Part Time, Texas Health and Human Services Commission,Austin, TX,57000,116000,
Systems Analyst IV,https://www.glassdoor.com/partner/jobListing.htm?pos=1516&ao=4120&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_70677a57&cb=1522974381728&jobListingId=2720286388,Part Time, Texas Health and Human Services Commission,Austin, TX,50000,71000,
Business Development Coord,https://www.glassdoor.com/partner/jobListing.htm?pos=1517&ao=4372&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_fb83b445&cb=1522974381730&jobListingId=2682510613,Part Time, Bob Moore Auto,Oklahoma City, OK,0,0,
SMU-Part Time Administrative Assistant II-Development and Alumni Affairs (Oakland Campus),https://www.glassdoor.com/partner/jobListing.htm?pos=1518&ao=4120&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ba2e6f41&cb=1522974381732&jobListingId=2684880604,Part Time, Sutter North Medical Group,Oakland, CA,0,0,
Senior Web Developer,https://www.glassdoor.com/partner/jobListing.htm?pos=1519&ao=242900&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8e66ad5a&cb=1522974381734&jobListingId=2563268377,Part Time, Interactive Data,Atlanta, GA,78000,115000,
Business Development Intern,https://www.glassdoor.com/partner/jobListing.htm?pos=1520&ao=4341&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_26e71d67&cb=1522974381735&jobListingId=2331912232,Part Time, JFUERST Photo,Minneapolis, MN,0,0,
Systems Analyst III,https://www.glassdoor.com/partner/jobListing.htm?pos=1521&ao=4120&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5f24a5b0&cb=1522974381738&jobListingId=2563106166,Part Time, Texas Health and Human Services Commission,Austin, TX,47000,71000,
Senior Core Java Developer,https://www.glassdoor.com/partner/jobListing.htm?pos=1522&ao=242900&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6a7e4046&cb=1522974381740&jobListingId=2585369055,Part Time, Interactive Data,New York, NY,88000,125000,
"Senior Engineer, Systems Engineering",https://www.glassdoor.com/partner/jobListing.htm?pos=1523&ao=242900&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6c13692d&cb=1522974381742&jobListingId=2627923852,Part Time, Interactive Data,Atlanta, GA,80000,119000,
"Lead Engineer, Network Engineering",https://www.glassdoor.com/partner/jobListing.htm?pos=1524&ao=242900&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_06ebc90b&cb=1522974381744&jobListingId=2716613429,Part Time, Interactive Data,Atlanta, GA,71000,103000,
Microsoft CRM Admin/ Developer,https://www.glassdoor.com/partner/jobListing.htm?pos=1525&ao=4120&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_1557b858&cb=1522974381746&jobListingId=1798266134,Part Time, CELLTRUST,Scottsdale, AZ,0,0,
Workforce Development Rep with State of Minnesota,https://www.glassdoor.com/partner/jobListing.htm?pos=1526&ao=37049&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3d17860b&cb=1522974381748&jobListingId=2611473659,Part Time," Accessible Space, Inc.",East Grand Forks, MN,0,0,
College Development Program - Hospitality and Events Internship,https://www.glassdoor.com/partner/jobListing.htm?pos=1527&ao=3949&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e7976e97&cb=1522974381750&jobListingId=2656329170,Part Time, Talent Plus,Lincoln, NE,0,0,
Systems Analyst - ITS2 with State of Minnesota,https://www.glassdoor.com/partner/jobListing.htm?pos=1528&ao=37049&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_46aefa70&cb=1522974381751&jobListingId=2611457833,Part Time," Accessible Space, Inc.",Saint Paul, MN,46000,62000,
Senior HTML Developer - ITS4 with State of Minnesota,https://www.glassdoor.com/partner/jobListing.htm?pos=1529&ao=37049&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e76730d2&cb=1522974381753&jobListingId=2611467778,Part Time," Accessible Space, Inc.",Saint Paul, MN,0,0,
Skills Development Specialist/Designated Coordinator with St,https://www.glassdoor.com/partner/jobListing.htm?pos=1530&ao=37049&s=58&guid=1234567890abcdef1234567890abcdef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_243dde01&cb=1522974381755&jobListingId=2611457738,Part Time," Accessible Space, Inc.",Minneapolis, MN,36000,50000,
